title, description, features, location, date_listed,price
45sq yard 1 Bhk semi furnished new flat with bike parking 90%loan,"1 BHK flat at 16 Lacs on 25 Ft Road at uttam  Nagar, Delhi with Bike Parking 1 BHK Flat  1 Bedrooms 1 Bathrooms 1 Balcony 1 Drawing Hall 1 Modular kitchen 1 Bike parking Loan facility Intercom and automatic locking system Bank loan upto 90% PMAY Subsidy upto 3.5 lacs conditional Just 5 minutes from uttam nagar West metro station or just 800 to 900m Other Flats are also available in Uttam Nagar 1RK – 6 Lacs to 8 Lacs 1BHK- 12 Lacs to 18 Lacs 2BHK- 17 Lacs to 25 Lacs 3BHK- 28 Lacs to 40 Lacs 4BHK- 44 Lacs to 60 Lacs",1 Bds - 1 Ba - 450 ft2,"Uttam Nagar, Delhi, Delhi, India",2022-07-24T15:16:06+0000,"₹ 16,00,000"
3 Bhk new semi furnished flat modular kitchen ready to move 90%loan,"3 BHK flat at 35  Lacs on 20 Ft Road at uttam  Nagar, Delhi with car Parking and lift 3 BHK Flat  3 Bedrooms 2 Bathrooms 1 Balcony 1 Drawing Hall 1 Modular kitchen 1 car parking Loan facility Intercom and automatic locking system Bank loan upto 90% PMAY Subsidy upto 3.5 lacs conditional Just 5 minutes from uttam nagar West metro station or just 800 to 900m Other Flats are also available in Uttam Nagar 1RK – 6 Lacs to 8 Lacs 1BHK- 12 Lacs to 18 Lacs 2BHK- 17 Lacs to 25 Lacs 3BHK- 28 Lacs to 40 Lacs 4BHK- 44 Lacs to 60 Lacs",3 Bds - 2 Ba - 700 ft2,"Uttam Nagar, Delhi, Delhi, India",2022-07-24T15:16:06+0000,"₹ 35,00,000"
1 Bhk new flat ready to move builder floors in uttam nagar west,"1 BHK flat at 14 Lacs on 22 Ft Road at uttam  Nagar, Delhi With bike parking 1 BHK Flat  1 Bedrooms 1 Bathrooms 1 Balcony 1 Drawing Hall 1 Modular kitchen 1 bike parking Loan facility Intercom and automatic locking system Bank loan upto 90% PMAY Subsidy upto 3.5 lacs conditional Just 5 minutes from uttam nagar West metro station or just 800 to 900m Other Flats are also available in Uttam Nagar 1RK – 6 Lacs to 8 Lacs 1BHK- 12 Lacs to 18 Lacs 2BHK- 17 Lacs to 25 Lacs 3BHK- 28 Lacs to 40 Lacs 4BHK- 44 Lacs to 60 Lacs",1 Bds - 1 Ba - 400 ft2,"Uttam Nagar, Delhi, Delhi, India",2022-07-24T15:16:06+0000,"₹ 14,00,000"
1 BHK 40 ( Sqr) semi furnish with bike parking uttam Nagar t,"1 BHK flat at 14.25Lacs on 20 Ft Road at uttam  Nagar, Delhi with Bike Parking 1 BHK Flat  1 Bedrooms 1 Bathrooms 1 Balcony 1 Drawing Hall 1 Modular kitchen 1 Bike parking Loan facility Intercom and automatic locking system Bank loan upto 90% PMAY Subsidy upto 3.5 lacs conditional Just 5 minutes from uttam nagar West metro station or just 800 to 900m Other Flats are also available in Uttam Nagar 1RK – 6 Lacs to 8 Lacs 1BHK- 12 Lacs to 18 Lacs 2BHK- 17 Lacs to 25 Lacs 3BHK- 28 Lacs to 40 Lacs 4BHK- 44 Lacs to 60 Lacs",1 Bds - 1 Ba - 400 ft2,"Uttam Nagar, Delhi, Delhi, India",2022-07-24T15:16:06+0000,"₹ 14,25,000"
2 bedroom apartment @ Ambalammukku,Moving to native,2 Bds - 2 Ba - 495 ft2,"Ambalam Jn., Thiruvananthapuram, Kerala, India",2022-07-14T10:30:34+0000,"₹ 23,00,000"
5CENT 4BHK KAKKANAD PALLIKKARA NEW POSH HOUSE,5Cent 2000Sqft 4Bhk New posh house kakkanad pallikkara. Only 6.5km from infopark and smartcity kakkanad. Only 500mtr from bus route. Good open well water. Loan facilities are available. For More details please contact. Arun 9847 // 0030 // 46 Prasanth 9495 // 2077 // 89 74Lakh Negotiable.,4 Bds - 4 Ba - 2050 ft2,"Kakkanad, Kochi, Kerala, India",2022-06-30T16:45:27+0000,"₹ 74,00,000"
Pent house,"Primium loceted pent house, 2bhk species with terrace ( 150 sq yard flet & 150 sq yard terrace ) nr rajhansh cinema, nikol",2 Bds - 2 Ba - 1350 ft2,"Nikol - Naroda Road, Ahmedabad, Gujarat, India",2022-07-11T14:30:15+0000,"₹ 55,00,000"
HOUSE FOR SALE,4.5 cent plot with house for sale,4 Bds - 2 Ba - 700 ft2,"Kanjirampuzha, Alappuzha, Kerala, India",2022-07-24T15:39:40+0000,"₹ 55,00,000"
3 BHK bungalow with garden available for sale near van mandal office..,"Bungalow constructed at ground level 3 BHK with 2 separate lath bath and store room. 800 sq feet bungalow garden available with boundary area having many fruits tree. Property is available in well developed high profile residential area. Exact location in front of Sanskar Hospital near Van mandal office, panchsheel nagar, ram nagar. From AB road only 100 meters away.  All prime facilities available. 100% full boring anytime any season. Newly Painting and water proofing done from Asian paint, guarantee for 7 years. East facing and society big garden facing house with vastu of house ""Gomukh"". Store room has full shutter at back side of house with separate entry.  In front of house big garden available.   Rental income of 20,000 per month.    Broker May also contacted for deserve rates.",3 Bds - 2 Ba - 2600 ft2,"Pansheel Nagar, Dewas, Madhya Pradesh, India",2022-07-24T15:39:36+0000,"₹ 85,00,000"
Registered 3bhk flat for sell in sonari karmel,Registered 3bhk flat for sell in sonari near karmel school 3 bedrooms Two bathroom one kitchen and drawing and dining hall one balcony lift and car parking jusco water and electricity regestery and loan facility price 48lac serious buyers may contact please,3 Bds - 2 Ba - 1150 ft2,"Sonari, Jamshedpur, Jharkhand, India",2022-07-24T15:39:29+0000,"₹ 48,00,000"
Ready to move house in Borsi ( 3BHK duplex house ),Durg borsi main road me RERA Approval T& C project colony ( Galaxy height ) Independent house 3 BHK Plot area - 1200 sq Build-up area - 1800 sq Saperate bore Car parking Red bricks Digital tiles 3 phase connection AC Garden for playing children Club House Gym Open theatre for children presentation show or function CC road 30 se 40 feet Roads Under drainage.light Life time membership free Distance Railway Station - 3 km Bus stand - 2 km Secter-9 Hospital 3 km District Hospital - 3 km S v school - 2km Dav public school- 3 km,3 Bds - 3 Ba - 1800 ft2,"Borsi Colony, Durg, Chhattisgarh, India",2022-07-24T15:39:04+0000,"₹ 45,00,000"
2 bhk for sale,2 bhk for sale Govindpuri extension nearby market  2 side open  flat  bank  loan available,2 Bds - 2 Ba - 800 ft2,"Govindpuri, Delhi, Delhi, India",2022-07-24T15:39:03+0000,"₹ 45,00,000"
Spacious Apartment For Sale in Kozhikode,"Upgraded unit on the second floor of the luxurious Seiken Crestwood building. The unit has been freshly painted, lighting and A/C unit have been upgraded. A covered parking spot as pictured is included in the price of the unit. Located centrally in Kozhikode, close to Baby Memorial, MIMs, and Starcare hospitals.",3 Bds - 2 Ba - 1253 ft2,"Nellikode, Kozhikode, Kerala, India",2022-07-24T15:38:55+0000,"₹ 65,00,000"
Fore sale  home,10 cent plot Car site,2 Bds - 2 Ba - 1400 ft2,"Pookkad, Kozhikode, Kerala, India",2022-07-24T15:38:30+0000,"₹ 50,00,000"
1.75 Acre land with fully furnished house for sale,"Farm House for Sale  Place- Inchakundu, Thrissur 12 km from NH 47 1200 sq ft single story building. Sitout, living, 4 bedrooms, 2 bathroom, kitchen, Working area.water connection, Electricity Connection, well(All season water). Land type-Agri- Rubber, Coconut etc. Flood free zone. Near by Govt UP school, English medium School, Engineering College, Church, Mosque,SNDP Temple, Bus stop 300m distance,Suitable for farm.  Final Price 50000 per cent",4 Bds - 2 Ba - 1200 ft2,"Kodakara, Thrissur, Kerala, India",2022-07-24T15:38:26+0000,"₹ 50,000"
New house Sreekaryam Njandoorkonam,"New house Njandoorkonam Trivandrum 1920 sqft, 4 bathroom 4 bedroom Open well, 2 car parking,  Modular kitchen,  75 Lakhs negotiable",4 Bds - 4 Ba - 1920 ft2,"Kazhakoottam, Thiruvananthapuram, Kerala, India",2022-07-24T15:38:23+0000,"₹ 75,00,000"
"Close to Bus stop, very close to city centre",Ideal for commercial purposes.,4+ Bds - 4+ Ba - 2788 ft2,"Gopalpura, Chitradurga, Karnataka, India",2022-07-24T15:37:37+0000,"₹ 48,00,000"
House for sale in Kalapatti Nehru Nagar,3bhk house  North facing Duplex house Car parking Borewell 90% loan available PMAY Subsidy 2.68,2 Bds - 2 Ba - 950 ft2,"Airport Area, Coimbatore, Tamil Nadu, India",2022-07-24T15:37:18+0000,"₹ 52,00,000"
2bhk flat for Sale in Chakan,"2bhk falt for sale in Chakan with all amenities like play ground,swimming pool,gym etc.",2 Bds - 1 Ba - 651 ft2,"Chakan, Pune, Maharashtra, India",2022-07-24T15:36:57+0000,"₹ 25,50,000"
6 cent plot with single Storeyed house,"Single Storeyed House With  6 Cent Plot (partition available).  Located Near Mamood Jn ,Palakulam,Alappuzha,Kerala,India Dm For Contact Details .",4 Bds - 3 Ba - 500 ft2,"Kaichoondy, Alappuzha, Kerala, India",2022-07-24T15:36:18+0000,"₹ 35,00,000"
Individual luxury House for sale in Saravanampatti,3bhk Ultra duplex house Borewell Car parking Eb connection Dinning room Balcony 90% loan available PMAY Subsidy 2.68,3 Bds - 3 Ba - 2100 ft2,"Peelamedu, Coimbatore, Tamil Nadu, India",2022-07-24T15:35:33+0000,"₹ 82,00,000"
"Best  vila , 77gaz Best location in nadi ka patak ,","JDA approved, good material use in construction, design by the  architect, good society, water facility , newly constructed",3 Bds - 3 Ba - 1500 ft2,"Dadi Ka Phatak, Jaipur, Rajasthan, India",2022-07-24T15:35:17+0000,"₹ 46,00,000"
8months reasale flat...,Flat.. resale ..8 months.,2 Bds - 2 Ba - 900 ft2,"North Barrackpore, Kolkata, West Bengal, India",2022-07-24T15:34:13+0000,"₹ 20,00,000"
Resale of 3bhk east facing corner flat with premium interiors,"Resale of 3bhk east facing corner flat with premium interiors in Gothics Parnakuteer Pragati Nagar. Prime location with all branded eateries, restaurant, and super markets within walking distance. Comes with a hitachi AC in the master bedroom, geyser, inverter, RO, Faber gas hob 4 burner with exhaust, modular kitchen, Armadio wardrobes with beds and mattresses in all 3 bedrooms, a dressing table, and premium fans in all rooms. 2 back to back car parkings. The flat doesn't have any common walls and has abundant natural light as it is a corner flat and the balcony has park view. Surplus Manjeera connections and bore water.",3 Bds - 2 Ba - 1530 ft2,"Pragathi Nagar, Hyderabad, Telangana, India",2022-07-24T15:34:11+0000,"₹ 97,00,000"
2 bhk flat CC and OC recieved Ready to occupy at Yemalur,"Ready to occupy, A katha, CC & OC obtained. with  luxury amenities.   The Desire To Live beyond just another address. Every home brings along something good, something nice with it. Because we always consider a home, to be a harbinger of all that we expect from life. Happiness, surprises, comfort, peace- a bundle of all these and many more make an ideal home. What if, that thome also becomes a place that hosts prosperity for the rest of your life! Here's to such a home. Here's here's welcoming you to life of prosperity, at Lakshmi Bhargav Heights.",2 Bds - 2 Ba - 1000 ft2,"Yemlur, Bengaluru, Karnataka, India",2022-07-19T10:28:56+0000,"₹ 55,00,000"
"2BHK -2 portion & 1Room,small kitchen western toilet -1 no","Property Details (Single Owner)  Address:No-26/24A Pawnambal nagar,Pudu kuppam,Anai Kuppam,TS No-888,Block no-13 ,Cuddalore Municipal,Cuddalore-607001 Document Registered = 78 Feet X 40 Feet =3120 Sqft Total Built up Area detail bellows: -  Building Details Front Portion (East Phase) 1. Portico 2. Hall 3. Kitchen 4. M.Bed room (Attached Toilet bath room) 5. Bed Room 6. Staircase  Building Details Front Portion (North Phase) 1. Full length Passage-5 feet width 2. Hall 3. Kitchen 4. M.Bed room (Attached Toilet bath room) 5. Bed Room 6. staircase  Building Details back separate Portion (East Phase) 1 Hall 2 Kitchen 3 Toilet Main building built up area-(42 Feet X 32 Feet= 1344) Excluding Portico, passage and (2 Nos of stair case Area-Front and back side-232 Sqft) Separate Portion (East Phase) Built up area =29 feet X 11 Feet=319 Sqft Total main built up area=1895 Sqft  EB meter –separate-3 Nos(Front portion, Back portion and bore well motor) Bore well,1 HP Pump  Rain water harvesting, septic tank  Now cement road work under progress. for your information",2 Bds - 1 Ba - 3120 ft2,"Pudukuppam, Cuddalore, Tamil Nadu, India",2022-07-22T03:37:22+0000,"₹ 67,50,000"
3 bhk independent villa,3bhk villa,3 Bds - 3 Ba - 1506 ft2,"Vengavasal, Chennai, Tamil Nadu, India",2022-05-27T09:36:37+0000,"₹ 98,00,000"
"Fun with TERRACE + 2 bhk flat, new narsala",Second floor  New narsala  7 .km medical sq  1 km hudkeshwar road  Nmc area  Nmc drinking water supply  Beside bus stop bus available 6 to 9 pm  3 side open building  3 side garden view building  EXCLUSIVE PARTY GARDEN LAWN  Red brick wall  Children play area  Kids play zone  Jogging track  Meditation center   yoga points   senior citizens seating area   get together spot   cCtv camera   security guard post   society room   seperate electric meter room   lightning conductor equipped building   earthquake resistance building  INTERCOM FACILITY AVAILABLE  100% vastu  Kitchen 100 % vastu  Site address is Krishna kunj apartment OPP krishnam NAGRI new NARSALA last bus stop  Much more contact Amit,2 Bds - 2 Ba - 849 ft2,"Nagpur GPO, Nagpur, Maharashtra, India",2022-07-24T15:33:39+0000,"₹ 27,50,923"
Small budget house sale in neelambur,2 bhk house  East and north facing Duplex house Water specialities Eb connection Borewell 90% bank loan PMAY supsity upto 2.68,2 Bds - 2 Ba - 900 ft2,"Chinniyampalayam, Coimbatore, Tamil Nadu, India",2022-07-24T15:33:36+0000,"₹ 39,00,000"
Houing board,New flate purchased,2 Bds - 1 Ba - 80 ft2,"Krishna Nagar, Ahmedabad, Gujarat, India",2022-07-24T15:33:01+0000,"₹ 8,50,000"
"1 Bhk new flat,ready to move for sale","1 BHK Brand new flat, ready to move, possesion recieved in may 2022. Price including 4 wheeler open parking and 18 months maintenance paid.",1 Bds - 1 Ba - 439 ft2,"Chikhali, Pune, Maharashtra, India",2022-07-24T15:32:44+0000,"₹ 27,24,999"
சின்னவேடம்பட்டியில் வடக்கு பார்த்த 6 வீடுகள் விற்பனைக்கு,2bhk DTCP APPROVED Car parking Eb connection Borewell Full furnished 90% bank loan PMAY Subsidy 2.68,2 Bds - 2 Ba - 900 ft2,"Chinnavedampatti, Coimbatore, Tamil Nadu, India",2022-07-24T15:32:36+0000,"₹ 54,00,000"
"Total 2 floor, 4 bedroom 2 kitchen 2 toilet","Total 2 floor, 4 bedroom 2 kitchen 2 toilet",4 Bds - 2 Ba - 1030 ft2,"Baguiati, Kolkata, West Bengal, India",2022-07-24T15:32:29+0000,"₹ 38,00,000"
Front side 2 bhk flat for sale in indirapuram with lift and parking.,"Front side 2 bhk flat for sale in shakti khand 2,indirapuram, Loan up to 80,Modular kitchen Laminated wooden work in all rooms and kitchen,Beautiful park and market nearby Fall ceiling in drawing room,Complete wood work ,Vitrified tiles,Approved freehold property,Fancy lights& fans,Polished doors in all rooms,Texture paint in all rooms, lift and parking available Facilities like market, schools, malls& hospitals on the walking distance.",2 Bds - 2 Ba - 900 ft2,"Indirapuram Shakti Khand 2, Ghaziabad, Uttar Pradesh, India",2022-07-24T15:31:59+0000,"₹ 46,99,000"
1Bhk flat for sale Oc Received,This is spacious 1Bhk master bedroom flat available for sale OC Received near ramdev park mira road east,1 Bds - 2 Ba - 670 ft2,"Mira Road, Mumbai, Maharashtra, India",2022-07-24T15:31:25+0000,"₹ 66,00,000"
2 bhk flat for sale prime location in vasundhara.,"2 BHK FLAT FOR SALE,	  WITH SEPARATE DRAWING & DINING AREA,  MODULAR FITTING IN KITCHEN,  GOOD QUALITY WOOD WORK,  1 COMMON AND 1 ATTACHED BATHROOM,  DESIGNER CURTAIN ROADS,  NEWLY CONSTRUCTED,  PREMIUM LOCATION,  OWNERSHIP WILL BE FREE HOLD,  VITRIFIED TILES FLOORING,  ATTRACTIVE ELECTRIC FITTINGS,	  MALL, SCHOOL, HOSPITAL, MARKET ARE ON WALKING DISTANCE.",2 Bds - 2 Ba - 850 ft2,"Vasundhara Sector 1, Ghaziabad, Uttar Pradesh, India",2022-07-24T15:31:23+0000,"₹ 35,99,000"
2bhk selling flat available in near dmart Ghodbander road,2bhk selling flat available in near dmart Ghodbander road very good condition flat available nice location every facilities available in near new tower balcony flat available garden facing flat school hospital is waking distence please call me,2 Bds - 2 Ba - 1100 ft2,"Manpada, Thane, Maharashtra, India",2022-07-24T15:31:22+0000,"₹ 1,05,00,000"
4bhk lacxy flat available in uttam nagar with car parking and lift and,4 bhk ready to move lacxy flat available in uttam nagar with very reasonable price with 90% home loan facility.  It is near by metro . Front road approx 25 feet.  It har 4 bed rooms and one hall ith false ceiling work and contomize wall papers. One modular kitchen with chimney. Two washrooms with tile work upto roof height.  PMAY facility also available (conditional).  Seprate Water and electricity meters also available.  This property available in prime location in uttam nagar.,4 Bds - 3 Ba - 1090 ft2,"Uttam Nagar, Delhi, Delhi, India",2022-07-24T15:31:17+0000,"₹ 74,50,000"
CHENKOTTUKONAM NEAR 4CENT 1700SQFT 3BHK REDBRICK HOUSE FOR SALE,Redbrick  4cent  1700sqft 3bhk Kitchen Workarea Openwell Carporch Main road distance 500mtr,3 Bds - 3 Ba - 1700 ft2,"Sreekaryam, Thiruvananthapuram, Kerala, India",2022-07-24T15:31:17+0000,"₹ 55,00,000"
Edappally koonammavu 5.3cent 1400sqft,New beautiful house for sale at koonammavu 5.3cent 1400sqft 3bedroom with attached bathroom Cupboard work facilities Good well water  Easy access to lulu mall 11km Aster medcity hosptal 10km Price 65lakh Price negotiable Loan facilities available Home loan and nri loan For more details call me,3 Bds - 3 Ba - 1400 ft2,"Ernakulam, Kochi, Kerala, India",2022-07-24T15:31:17+0000,"₹ 65,00,000"
Edappally cheranallur 3cent 1800sqft,New beautiful house for sale at cheranallur Bus stop 600mt 4bedroom with attached bath room Cupboard work facilities  Easy access to lulu mall 4.5km Aster medcity 2.9km Price 85lakh Price negotiable Loan facilities available Home loan NRI Loan facilities More details call me  9️⃣9️⃣4️⃣6️⃣3️⃣2️⃣2️⃣1️⃣6️⃣7️⃣,4 Bds - 4 Ba - 1800 ft2,"Kakkanad, Kochi, Kerala, India",2022-07-24T15:31:17+0000,"₹ 85,00,000"
House for sale,"TOWNSHIP NAME : SHIVA ENCLAVE  FIRM NAME : SHIVA ENTERPRISES  : GOVERNMENT Approved Township : Approved from all leading BANKS : Almost 75% SOLD out and many families are going living there happily  House in government approved colony 155.55 yard 28ft front and 60ft back 3BHK 4Bathrooms Inbuilt Gas pipes facility Modular kitchen  Pestcide control with bills and guarantee Waterproofing done Best building material Wooden work done Best basework done Led panel done 4 washroom, 4 BHK, 2 lobby, porch This house is on 60ft road 2 year warranty of each and everything Full developing colony  Colony specifications: • 80 to 30 feet roads • Single gated society • 4 parks inside including open gym, badminton court and kids play area • Ample street lightning • Community hall and yoga meditation centre inside • Friendly atmosphere • 24×7 CCTV surveillance • 25 acre township • 87 showroom on main road • Proper drainage system  : FOR MORE INFO   CONTACT US :  ANKUSH WADHWA",3 Bds - 4 Ba - 1400 ft2,"Airport road, Amritsar, Punjab, India",2022-07-24T15:31:16+0000,"₹ 46,00,000"
5 CENT & 4 BHK KAZHAKOOTTAM TECHNOPARK 4 KM,New East facing House For Sale  Technopark 4 km 5 cent 4 BHK Brokers Please Excuse,4 Bds - 4 Ba - 1700 ft2,"Kazhakoottam, Thiruvananthapuram, Kerala, India",2022-07-24T15:31:16+0000,"₹ 55,00,000"
"No Brokerage, Possession July - 2022, Nr. Maxus Mall.","There are various amenities in Ms Shri Venkatesh Silver Spring  Located in Heart of Bhayandar West, 1 and 2 Bhk  Configuration with Modular Kitchen, well Design Spacious, Good Construction of Quality, Close to Maxus Mall  to name a few. Located close to prominent suburbs of Mira Bhayandar, the area of Mumbai Metropolitan Region has prominent schools and hospitals within a close distance,",1 Bds - 2 Ba - 770 ft2,"Bhayandar West, Mumbai, Maharashtra, India",2022-07-24T15:31:16+0000,"₹ 88,55,000"
30#40 barnd new house for sale,30#40 barnd new house 2 bhk pillar construction all teak wood work solar chimney light and Fan fittings srinagara  jp nagar Mysore,2 Bds - 2 Ba - 1200 ft2,"JP Nagar, Mysuru, Karnataka, India",2022-06-01T09:38:37+0000,"₹ 72,00,000"
New house in Narsinghpur near Ilahibaag,Broker Dur rahe...,4 Bds - 3 Ba - 000 ft2,"Mirzapur, Gorakhpur, Uttar Pradesh, India",2022-07-04T10:05:18+0000,"₹ 75,00,000"
2 BHK duplex house for sale at Anekal,2 Bhk Villa’s for sale at millennium Valley layout Anekal This property is approved by BMRDA with Ekkada more than 200 families are living in this layout for more details please contact,2 Bds - 2 Ba - 1150 ft2,"Anekal - Hosur Road, Mathigiri, Tamil Nadu, India",2022-07-05T14:23:47+0000,"₹ 43,00,000"
Aps muskan homes 1bhk @16 lakhs in Noida,Aps muskan homes is a residential property with all modern amenities and facilities near metro station school hospitals etc and aps muskan homes with modular kitchen cupboards in one bedroom light and fans in all bedrooms cctv cameras and 24 hours electricity and 24 hours water Lift covered car parking etc.aps muskan homes booking is open.,1 Bds - 1 Ba - 550 ft2,"Sector 73, Noida, Uttar Pradesh, India",2022-07-24T16:25:37+0000,"₹ 16,00,000"
Adriti pvt ltmd,Apprement flat,2 Bds - 2 Ba - 1250 ft2,"Kollur, Hyderabad, Telangana, India",2022-07-24T16:25:36+0000,"₹ 60,00,000"
Double story house for sale in 38 lakh,Double story house 4 room set  2 modular kitchen Submersible facility One wall is highlights  Demand 38 lakh negotiable price Location kalinka vihar near kargi chowk,4 Bds - 3 Ba - 1035 ft2,"Kargi, Dehradun, Uttaranchal, India",2022-07-24T16:25:29+0000,"₹ 38,00,000"
Aps muskan homes 1bhk luxury flats@15 lakhs onwards,Aps muskan homes is a residential property with all modern amenities and facilities near metro station school hospitals etc and aps muskan homes with modular kitchen cupboards in one bedroom light and fans in all bedrooms cctv cameras and 24 hours electricity and 24 hours water Lift covered car parking etc.aps MUSKAN HOMES booking is open and get monthly rental scheam.,1 Bds - 1 Ba - 550 ft2,"Sector 73, Noida, Uttar Pradesh, India",2022-07-24T16:25:02+0000,"₹ 15,00,000"
Villa Available - BHEL Mayfair,"300 sqrds duplex villa for sale @Velimala,",3 Bds - 3 Ba - 2312 ft2,"Velimela, Hyderabad, Telangana, India",2022-07-24T16:24:46+0000,"₹ 2,45,00,000"
Aps muskan homes 2bhk @27 lakhs in Noida,Aps muskan homes is a residential property with all modern amenities and facilities near metro station school hospitals etc and aps muskan homes with modular kitchen cupboards in one bedroom light and fans in all bedrooms cctv cameras and 24 hours electricity and 24 hours water Lift covered car parking with superb connectivity.,2 Bds - 2 Ba - 950 ft2,"Sector 74, Noida, Uttar Pradesh, India",2022-07-24T16:24:22+0000,"₹ 27,00,000"
1BHK 24 LAKH | DECORATED FLAT | GP BUILDING | NO LOAN,Flat For Sale Badruddin Palace.  Near Mesco School  1BHK  575 Sqft.  24 Lakhs.  Well Maintained Building  More Details Call.  MODERN REALTY,1 Bds - 1 Ba - 585 ft2,"Mumbra, Thane, Maharashtra, India",2022-07-24T16:24:20+0000,"₹ 24,00,000"
Aps muskan homes 2bhk luxury flats@27 lakhs in Noida,Aps muskan homes is a residential property with all modern amenities and facilities near metro station school hospitals etc and aps muskan homes with modular kitchen cupboards in one bedroom light and fans in all bedrooms cctv cameras and 24 hours electricity and 24 hours water Lift covered car parking and booking open.,2 Bds - 2 Ba - 950 ft2,"Sector 73, Noida, Uttar Pradesh, India",2022-07-24T16:23:58+0000,"₹ 27,00,000"
85000 santacruz,santacruz east,3 Bds - 3 Ba - 1200 ft2,"Santacruz East, Mumbai, Maharashtra, India",2022-07-24T16:23:43+0000,"₹ 85,000"
Aps muskan homes 3Bhk luxury flats@39 lakhs,"Aps muskan homes is a residential property with all modern amenities and facilities near metro station school hospitals etc and aps muskan homes with modular kitchen cupboards in one bedroom light and fans in all bedrooms cctv cameras and 24 hours electricity and 24 hours water Lift, 24 hours security.",3 Bds - 3 Ba - 596 ft2,"Sector 74, Noida, Uttar Pradesh, India",2022-07-24T16:23:35+0000,"₹ 39,00,000"
1BHK 14 LAKH | MM VALLEY | HAEVY DEPOSIT | MODULAR KITCHEN,Available 1BHK FOR HAEVY DEPOSIT IN  MM VALLEY TOWER  / TMC BUILDING  ASKING : - 14 LAKH    | MODULAR KITCHEN |   TO SEE THE FLAT CALL NOW.  MODERN REALTY,1 Bds - 1 Ba - 650 ft2,"Mumbra, Thane, Maharashtra, India",2022-07-24T16:23:23+0000,"₹ 14,00,000"
"For lease , semifurnished and newly painted house","0.5 km from thampanoor, well furnished   2bhk,hall, work area, kitchen and balcony , 2wheeler parking",2 Bds - 2 Ba - 3000 ft2,"Killipalam, Thiruvananthapuram, Kerala, India",2022-07-24T16:22:47+0000,"₹ 10,00,000"
House at housing board colony near big bazaar,3 bedroom 1 drawing room 1 dining room 1 puja room 2 kitchen 2 balconies 2 entrance 1 common staircase 1 covered open space 1 overhead tank 1 pump chamber 1 two wheeler parking 1 common dugwell well fitted with motor PhD line connected Fully furnished house with marbles and tiles,3 Bds - 2 Ba - 2000 ft2,"Modipada, Sambalpur, Odisha, India",2022-07-24T16:21:14+0000,"₹ 60,00,000"
Sale sale urgent,Urgent sell,3 Bds - 3 Ba - 990 ft2,"Banashankari Stage 2, Bengaluru, Karnataka, India",2022-07-24T16:21:13+0000,"₹ 56,99,999"
Sale.my.home,Houseforsale,1 Bds - 2 Ba - 20 ft2,"Khadak Pura, Kurnool, Andhra Pradesh, India",2022-07-24T16:20:42+0000,"₹ 12,00,000"
2 Bhk flat at Ground  with Covered car parking  with Hills View Flat,2 bhk big luxurious spacious furnished flat at barog Kumarhatti junction. One car parking. Hills view from balcony.,2 Bds - 2 Ba - 1200 ft2,"Barog Infill, Solan, Himachal Pradesh, India",2022-07-24T16:20:38+0000,"₹ 51,00,000"
Khalwara near phagwara,House under construction,,"Guru Teg Bahadur Nagar, Phagwara, Punjab, India",2022-07-24T16:20:31+0000,"₹ 8,00,000"
Pooja Properties & Construction,"# This house is in 555 SqFt. (61 Sqyd/Gaj) #22 Ft Wide Roads. #Temple, Park, School, Water tank, Electricity, Transport facility all are available in this society. #Home loan is also available from all leading banks.  •For more details/information, contact us.                             THANK YOU",2 Bds - 1 Ba - 555 ft2,"Jamalpur Kalan, Haridwar, Uttaranchal, India",2022-07-22T04:23:15+0000,"₹ 16,75,000"
